index	true	predict
17660	4	42
17661	72	22
17662	3	7
17667	48	45
17669	9	10
17674	51	56
17675	40	48
17679	41	44
17680	40	49
17681	90	68
17682	66	89
17685	51	34
17688	48	10
17689	89	11
17695	35	36
17698	34	56
17707	44	45
17710	12	42
17716	12	1
17718	1	49
17725	43	9
17727	40	36
17729	43	9
17734	41	9
17739	42	22
17740	77	24
17743	51	55
17746	50	3
17747	1	46
17753	77	65
17756	41	3
17757	77	68
17759	14	16
17763	48	34
17764	35	42
17765	59	1
17768	40	38
17769	75	85
17771	85	23
17772	75	62
17776	10	12
17777	85	59
17780	44	35
17783	46	1
17787	12	5
17788	0	51
17789	7	53
17791	12	8
17794	71	79
17795	51	55
17796	79	8
17809	42	8
17813	21	75
17816	50	55
17818	90	75
17819	40	10
17820	62	69
17822	7	11
17828	12	43
17830	8	65
17832	54	3
17834	34	59
17836	6	8
17839	77	68
17840	76	68
17846	8	86
17849	87	66
17851	12	7
17853	49	1
17862	53	54
17866	48	56
17869	6	7
17871	70	69
17873	5	8
17877	6	42
17880	17	13
17881	27	25
17883	40	34
17884	34	40
17887	9	3
17891	32	89
17892	59	58
17893	31	49
17894	63	23
17896	18	0
17898	78	63
17899	90	66
17900	40	15
17904	68	90
17906	53	3
17907	50	45
17908	45	42
17909	30	78
17910	34	59
17914	40	49
17915	22	65
17916	53	54
17918	24	74
17919	14	89
17921	14	87
17924	6	42
17926	48	45
17927	12	10
17930	87	88
17933	8	32
17936	1	3
17937	16	28
17938	66	23
17941	51	50
17942	18	34
17944	36	35
17947	66	16
17948	49	40
17950	90	89
17953	62	23
17955	53	54
17957	86	60
17961	12	6
17962	42	10
17963	9	42
17967	44	37
17969	24	18
17970	3	42
17971	46	47
17973	78	13
17977	50	37
17979	54	77
17980	75	25
17981	45	42
17982	67	75
17984	43	5
17985	57	56
17987	43	7
17989	53	50
17995	44	10
17996	50	10
17999	28	27
18001	48	12
18002	50	37
18004	15	40
18005	50	34
18007	42	3
18008	5	9
18010	24	72
18011	46	48
18012	28	25
18014	87	14
18017	44	1
18018	6	47
18019	13	87
18020	24	19
18021	13	73
18025	45	41
18029	34	59
18030	51	55
18034	40	34
18037	78	69
18039	44	41
18044	61	22
18046	90	61
18052	48	1
18053	68	77
18056	10	9
18060	36	13
18061	50	37
18063	27	25
18067	15	40
18068	7	46
18069	57	51
18070	56	57
18071	51	52
18072	49	1
18076	53	42
18077	68	21
18078	68	21
18080	31	16
18081	34	52
18084	13	40
18086	67	18
18090	0	50
18093	12	43
18094	28	50
18095	50	39
18103	17	75
18105	85	10
18110	5	89
18112	6	12
18114	52	3
18115	52	47
18116	24	63
18119	90	68
18122	42	3
18124	87	88
18129	41	1
18130	29	8
18132	12	10
18136	40	10
18139	34	59
18141	50	51
18147	4	10
18148	68	18
18149	30	63
18150	68	21
18151	54	50
18154	64	65
18158	74	73
18159	50	51
18161	5	43
18164	9	8
18165	41	42
18166	48	44
18168	38	25
18170	35	10
18172	1	46
18174	48	34
18177	1	49
18180	43	44
18182	73	18
18183	68	65
18184	88	87
18185	1	45
18186	30	62
18189	14	16
18191	90	65
18193	48	38
18196	90	62
18200	24	68
18201	3	4
18202	85	71
18208	28	27
18209	41	9
18210	56	57
18211	15	16
18213	54	3
18218	34	48
18220	87	89
18221	86	87
18222	45	41
18226	12	7
18227	51	52
18228	68	22
18230	17	11
18232	39	8
18233	22	75
18234	52	21
18238	66	17
18242	21	18
18243	28	43
18244	8	5
18248	63	74
18249	45	51
18251	75	17
18252	86	63
18255	85	8
18256	43	4
18257	48	34
18260	69	70
18265	52	38
18270	62	74
18275	45	1
18277	45	41
18279	39	14
18283	15	25
18285	77	63
18288	34	28
18289	15	28
18290	42	8
18296	50	37
18298	34	2
18299	12	9
18300	51	55
18305	5	9
18307	47	50
18308	5	7
18309	43	65
18311	43	7
18314	59	48
18316	43	9
18317	50	70
18318	68	22
18321	34	51
18323	48	1
18324	27	28
18325	48	37
18326	61	69
18327	40	13
18328	51	55
18330	4	47
18332	35	36
18333	43	42
18334	51	55
18335	68	76
18337	35	37
18340	61	19
18342	42	54
18344	26	27
18346	64	74
18347	34	15
18348	4	3
18353	34	50
18356	14	31
18357	44	45
18359	21	68
18360	69	74
18361	30	66
18362	17	62
18364	86	30
18367	48	49
18369	51	56
18370	50	51
18371	46	1
18373	62	69
18374	39	31
18375	51	55
18378	3	53
18379	34	38
18381	13	89
18383	43	8
18384	45	1
18385	40	35
18386	53	50
18387	57	51
18390	40	10
18391	61	77
18393	77	89
18394	40	44
18395	50	51
18396	45	42
18399	17	71
18400	9	43
18401	44	46
18403	59	51
18404	54	50
18410	56	55
18413	76	23
18417	42	3
18419	15	40
18422	52	48
18423	0	51
18424	46	44
18425	41	44
18427	12	1
18429	68	90
18431	41	42
18432	64	61
18438	53	42
18439	10	6
18442	28	12
18444	3	7
18445	52	49
18446	90	66
18447	3	38
18448	55	56
18449	55	51
18450	34	48
18452	42	41
18455	28	43
18457	20	67
18464	57	56
18465	32	28
18466	31	18
18468	12	43
18469	58	59
18470	48	49
18476	34	40
18478	55	51
18479	22	61
18481	56	48
18483	30	90
18485	68	21
18486	54	3
18488	87	88
18490	1	55
18493	69	67
18495	25	87
18497	50	54
18499	4	54
18509	34	51
18512	20	69
18513	17	11
18517	54	3
18519	19	75
18520	12	7
18523	61	23
18524	73	85
18525	45	42
18527	52	51
18529	44	1
18530	36	35
18531	86	88
18534	46	12
18535	3	54
18536	40	10
18537	88	86
18539	86	23
18540	50	39
18541	3	77
18542	9	12
18544	59	51
18546	86	88
18547	89	11
18548	26	25
18550	22	77
18551	4	51
18553	86	88
18555	0	51
18556	1	53
18557	45	41
18559	87	89
18560	50	39
18563	3	54
18565	89	11
18567	12	5
18568	59	57
18570	28	15
18573	48	1
18574	42	10
18575	56	59
18576	40	44
18578	11	39
18581	63	69
18583	51	53
18586	50	42
18588	89	90
18590	79	45
18596	12	6
18597	12	42
18599	14	25
18601	7	3
18602	53	42
18606	36	35
18611	65	85
18612	19	89
18613	5	11
18614	34	39
18616	46	1
18619	47	52
18621	29	16
18624	13	14
18629	34	58
18631	17	68
18633	34	15
18637	52	51
18639	43	12
18640	4	81
18641	5	7
18643	54	50
18653	5	43
18655	45	73
18656	75	19
18657	19	60
18658	43	9
18660	50	4
18661	42	43
18662	15	40
18666	69	20
18668	42	7
18674	13	44
18680	43	89
18681	38	7
18683	12	6
18686	21	56
18687	9	42
18690	50	52
18695	0	4
18698	0	51
18700	33	8
18701	54	42
18702	4	44
18703	62	78
18704	40	38
18705	48	34
18707	79	68
18709	54	47
18710	4	47
18711	42	3
18714	59	1
18715	75	19
18716	28	27
18718	30	32
18719	78	79
18720	52	1
18721	45	55
18722	15	28
18724	45	1
18727	60	13
18728	57	56
18729	50	54
18730	68	23
18732	7	9
18733	1	44
18735	48	10
18739	18	29
18740	18	25
18747	73	89
18748	49	1
18749	60	88
18750	43	1
18752	48	34
18753	1	3
18758	56	58
18760	12	9
18762	75	90
18763	15	27
18765	50	53
18769	13	14
18770	25	27
18774	40	39
18775	48	49
18776	34	50
18779	50	42
18780	45	56
18782	45	28
18786	0	55
18787	86	88
18788	13	29
18789	68	21
18791	52	45
18792	89	75
18793	12	44
18794	40	36
18795	5	42
18796	50	54
18797	54	3
18798	78	69
18799	42	8
18802	1	53
18803	1	45
18804	77	21
18805	85	75
18806	13	26
18807	43	9
18808	15	10
18809	55	50
18810	1	41
18813	85	68
18815	42	3
18816	3	54
18817	25	27
18820	71	90
18822	75	19
18824	4	61
18826	50	51
18828	51	50
18829	56	57
18838	56	55
18842	3	6
18843	68	65
18845	3	39
18849	77	65
18851	28	1
18852	46	41
18853	39	31
18856	50	55
18857	59	85
18858	60	69
18863	22	8
18865	3	1
18867	1	42
18868	18	17
18869	43	42
18870	13	17
18871	42	54
18872	43	9
18875	40	25
18878	15	49
18879	57	58
18882	51	55
18883	41	3
18888	49	48
18891	3	4
18893	61	88
18898	10	27
18900	75	90
18903	22	66
18905	69	30
18907	40	10
18911	50	42
18913	8	32
18914	49	50
18916	44	39
18917	1	45
18919	53	8
18922	44	40
18923	50	51
18924	69	62
18926	50	77
18931	35	36
18937	22	65
18941	57	59
18946	20	60
18955	9	43
18959	19	14
18960	34	36
18961	7	42
18963	58	59
18964	52	0
18965	4	7
18966	77	68
18967	17	19
18969	51	55
18970	69	20
18972	34	40
18975	6	5
18976	4	3
18978	57	56
18980	45	1
18981	18	14
18987	0	30
18989	54	8
18994	48	49
19004	35	44
19005	50	37
19006	17	81
19008	34	39
19010	12	44
19011	2	4
19014	26	10
19015	75	19
19021	12	6
19024	28	1
19026	13	12
19028	4	37
19030	39	16
19031	12	1
19037	15	39
19042	48	42
19045	25	27
19051	46	12
19053	14	87
19056	75	17
19057	50	1
19058	39	36
19059	82	21
19061	49	25
19064	64	69
19065	51	47
19070	34	39
19072	42	89
19074	62	23
19075	12	87
19076	34	59
19078	44	41
19080	44	45
19081	56	57
19085	33	13
19088	85	10
19089	43	9
19091	20	69
19093	52	56
19097	42	3
19098	45	1
19099	75	89
19101	11	89
19104	44	45
19105	52	51
19107	54	3
19108	53	6
19109	51	55
19110	56	51
19111	9	7
19114	22	77
19116	34	38
19118	1	3
19120	25	18
19121	28	34
19122	48	10
19123	7	8
19125	34	55
19126	13	78
19127	69	60
19128	43	12
19131	51	37
19133	15	28
19136	14	19
19138	87	88
19139	28	15
19142	90	89
19144	27	87
19146	75	89
19147	38	37
19148	54	50
19149	44	6
19156	45	49
19161	14	25
19162	62	69
19164	6	42
19165	10	16
19168	1	49
19171	86	88
19172	23	21
19173	51	55
19180	34	48
19184	36	37
19186	17	21
19190	5	42
19191	19	24
19194	5	11
19197	3	52
19202	39	11
19203	87	22
19206	59	51
19209	45	1
19213	19	69
19217	1	41
19219	40	37
19221	48	6
19222	3	13
19223	85	83
19227	14	25
19231	6	9
19232	56	57
19233	18	25
19235	58	25
19238	44	41
19240	40	39
19241	46	12
19243	14	15
19244	8	37
19245	40	10
19247	40	1
19248	11	87
19253	10	42
19255	73	23
19256	7	42
19257	75	77
19259	22	65
19261	52	51
19263	35	40
19266	44	48
19268	39	38
19269	51	55
19275	46	44
19276	48	49
19277	6	42
19278	35	36
19281	79	7
19287	46	1
19289	87	88
19290	39	11
19291	54	53
19294	21	52
19296	50	55
19298	1	52
19300	52	55
19302	48	12
19303	50	51
19307	36	35
19308	14	19
19309	22	41
19310	30	29
19313	51	55
19316	48	34
19319	25	14
19320	61	1
19323	85	21
19324	50	47
19325	42	12
19328	87	11
19329	85	32
19330	59	58
19331	66	61
19334	50	51
19335	57	56
19336	86	88
19338	48	37
19340	7	42
19341	48	34
19346	7	42
19348	9	12
19354	40	10
19357	75	69
19358	4	7
19359	17	25
19361	55	56
19365	45	0
19367	45	1
19371	48	1
19372	86	88
19373	44	41
19375	49	1
19376	2	37
19381	15	39
19382	10	38
19383	35	36
19384	4	2
19389	1	47
19390	53	47
19392	35	16
19395	43	7
19397	89	87
19398	43	9
19402	3	4
19404	65	22
19407	9	42
19408	55	34
19410	10	40
19415	28	27
19417	48	49
19423	28	25
19425	13	39
19426	58	57
19427	18	14
19428	51	0
19431	40	10
19433	45	52
19436	43	5
19438	42	53
19439	39	37
19440	35	36
19441	52	54
19442	12	13
19443	11	79
19444	21	19
19445	39	1
19449	50	39
19451	0	1
19455	44	1
19457	52	55
19458	40	49
19460	12	42
19461	45	1
19465	52	2
19466	87	88
19471	0	52
19472	90	89
19474	33	54
19476	67	89
19479	34	51
19482	51	47
19485	34	55
19486	3	41
19487	1	45
19490	9	42
19492	59	21
19495	42	53
19496	40	34
19499	45	1
19503	10	4
19506	33	17
19508	63	23
19511	48	49
19514	54	3
19519	29	63
19521	77	22
19524	50	51
19526	9	6
19527	12	32
19530	45	54
19534	38	34
19536	42	9
19537	58	59
19539	40	48
19540	51	7
19541	78	13
19543	35	39
19546	53	54
19548	28	46
19549	8	10
19553	45	52
19556	12	89
19558	89	11
19559	38	50
19561	3	54
19563	42	6
19565	3	53
19567	77	68
19571	37	39
19572	12	44
19574	4	8
19575	45	52
19576	50	55
19577	42	22
19578	50	51
19580	10	42
19581	49	1
19582	40	44
19587	26	10
19590	44	1
19592	69	70
19595	68	18
19598	36	35
19599	35	36
19600	62	23
19601	61	74
19603	26	25
19605	5	11
19606	85	63
19608	90	23
19611	46	1
19612	49	48
19613	1	13
19615	32	26
19616	39	31
19617	70	68
19620	6	42
19621	12	44
19622	69	74
19623	56	58
19624	45	1
19625	51	34
19627	35	36
19630	4	7
19632	28	27
19635	42	53
19637	45	47
19638	90	11
19641	43	42
19644	44	42
19646	89	77
19647	65	1
19649	2	37
19653	66	62
19654	66	65
19655	55	50
19656	38	34
19659	3	54
19660	68	85
19662	88	86
19669	13	12
19671	22	42
19672	53	42
19676	68	21
19680	59	34
19681	75	77
19683	39	40
19689	54	9
19690	16	26
19692	45	1
19694	48	10
19696	23	64
19697	3	42
19699	64	73
19705	0	37
19707	9	42
19710	56	58
19711	54	50
19712	73	77
19713	30	69
19718	60	74
19719	17	18
19730	52	55
19734	56	58
19738	88	70
19740	48	1
19741	87	89
19742	56	57
19746	43	9
19747	70	78
19748	4	25
19749	76	68
19750	62	78
19751	52	55
19752	35	36
19753	9	42
19758	42	6
19760	51	50
19762	31	39
19764	50	37
19765	15	39
19768	55	51
19769	14	16
19770	50	4
19771	1	0
19774	48	10
19777	34	36
19779	34	50
19780	45	1
19781	34	58
19782	28	12
19785	45	1
19786	8	77
19787	9	5
19790	13	17
19793	5	8
19795	44	42
19796	48	44
19797	12	46
19799	28	26
19802	12	8
19805	48	59
19807	44	42
19808	50	54
19809	19	75
19810	35	39
19812	86	88
19813	40	49
19814	56	49
19818	49	56
19820	68	85
19821	86	88
19822	52	50
19823	5	42
19824	1	46
19825	44	1
19828	53	42
19829	40	39
19831	56	59
19834	0	3
19835	40	56
19837	15	34
19841	84	85
19847	10	40
19849	85	62
19852	86	88
19853	0	55
19854	48	34
19855	51	50
19859	5	11
19864	59	52
19865	40	34
19866	42	3
19869	30	78
19874	75	19
19877	30	78
19878	0	55
19882	89	11
19886	75	19
19889	12	6
19895	87	65
19897	65	73
19898	54	50
19902	4	2
19903	45	44
19907	61	23
19909	45	51
19911	7	3
19914	18	24
19917	45	56
19918	39	37
19921	45	46
19922	75	11
19927	21	68
19928	53	3
19934	14	32
19935	14	27
19936	4	47
19937	34	48
19941	77	75
19942	21	55
19943	35	36
19946	40	34
19949	78	17
19951	28	12
19952	3	4
19953	50	54
19957	3	4
19959	77	75
19965	56	51
19970	45	41
19972	34	59
19977	10	8
19980	40	27
19986	53	47
19992	75	19
19994	8	7
19995	54	3
19996	0	56
19998	52	55
19999	43	9
20001	13	32
20003	45	37
20004	52	56
20009	89	68
20010	57	56
20012	3	0
20013	39	38
20016	19	68
20017	10	85
20018	51	55
20020	42	6
20021	45	42
20025	69	90
20026	86	88
20028	46	1
20034	44	40
20035	3	0
20036	28	25
20038	51	0
20039	52	56
20040	6	12
20041	69	67
20042	7	8
20046	86	88
20048	47	37
20049	49	44
20050	14	15
20052	16	30
20054	61	65
20056	4	3
20057	25	51
20058	45	1
20059	42	1
20061	51	50
20062	48	40
20063	50	3
20064	45	1
20067	27	25
20068	90	23
20070	3	6
20072	61	67
20078	1	49
20084	13	32
20088	11	17
20090	17	18
20102	75	20
20106	50	55
20107	15	16
20108	34	49
20110	45	46
20111	45	73
20115	54	3
20116	42	65
20117	62	66
20118	42	4
20119	41	7
20120	4	39
20123	77	68
20124	45	32
20126	4	54
20127	90	62
20132	50	46
20134	7	42
20135	6	42
20136	75	19
20138	4	3
20140	53	47
20141	40	36
20144	29	16
20146	30	89
20150	15	28
20151	3	7
20152	0	55
20153	12	7
20154	41	3
20155	1	37
20157	36	35
20158	51	55
20159	50	54
20160	48	56
20162	40	25
20166	73	9
20168	87	89
20170	28	15
20171	45	52
20179	32	31
20181	75	67
20186	87	63
20187	11	26
20188	10	40
20189	12	9
20190	52	51
20191	22	1
20194	34	38
20197	59	57
20203	3	9
20207	6	7
20210	45	1
20211	11	12
20212	51	55
20214	13	78
20215	12	6
20218	1	46
20221	38	34
20222	16	26
20223	85	23
20224	46	6
20225	40	49
20228	51	45
20229	68	21
20230	48	46
20231	28	12
20234	40	25
20235	5	9
20239	10	87
20241	60	65
20243	13	78
20245	90	11
20246	59	51
20249	3	42
20250	9	8
20251	45	41
20252	48	46
20254	75	19
20259	18	25
20260	52	56
20261	42	6
20262	14	16
20264	47	42
20266	54	50
20270	38	37
20271	9	6
20280	35	36
20282	73	9
20284	45	52
20289	30	77
20290	50	37
20293	52	55
20294	66	74
20298	50	51
20301	54	34
20302	34	48
20304	17	19
20308	42	41
20309	89	11
20311	19	62
20313	4	3
20314	4	47
20316	58	34
20318	55	56
20319	42	53
20320	50	51
20321	20	22
20323	17	68
20325	52	45
20326	59	58
20329	0	3
20330	68	21
20334	56	57
20338	11	89
20342	63	23
20343	40	34
20344	52	1
20345	41	44
20346	8	10
20348	45	52
20349	6	7
20352	24	26
20353	13	30
20354	41	42
20355	58	56
20356	5	6
20358	55	52
20359	5	9
20361	39	19
20362	50	3
20368	89	11
20372	44	45
20375	40	49
20377	20	69
20378	43	53
20379	13	42
20382	34	38
20383	43	40
20386	90	87
20389	63	64
20390	8	7
20391	43	9
20392	14	87
20393	0	56
20394	34	50
20396	85	16
20397	42	3
20398	12	48
20401	53	45
20402	2	37
20404	21	77
20407	50	38
20411	14	25
20413	55	21
20414	15	16
20415	7	6
20420	88	86
20424	40	36
20426	41	82
20427	6	12
20428	50	7
20429	45	1
20430	13	25
20432	57	56
20435	3	1
20440	40	25
20445	42	53
20446	47	77
20447	62	23
20451	48	40
20454	57	56
20455	56	55
20461	55	0
20463	34	39
20466	86	65
20467	62	75
20469	68	87
20470	9	12
20471	43	9
20473	85	48
20474	1	0
20475	8	54
20476	58	57
20481	9	7
20482	79	85
20483	32	13
20486	9	7
20493	61	20
20497	54	53
20501	14	18
20502	86	88
20506	43	75
20510	41	3
20512	48	34
20518	65	22
20520	12	42
20521	75	89
20522	30	10
20526	62	69
20527	42	43
20528	50	34
20535	45	1
20537	62	22
20539	86	87
20542	13	78
20545	56	51
20546	30	90
20547	73	19
20552	48	1
20553	87	86
20554	51	55
20556	78	79
20558	6	41
20559	43	6
20561	25	32
20563	75	67
20567	48	56
20568	50	0
20571	55	50
20572	8	85
20573	39	10
20575	4	0
20577	34	15
20578	36	35
20579	52	47
20580	5	8
20581	37	2
20584	30	13
20587	40	10
20588	50	51
20590	17	19
20592	27	28
20594	14	27
20595	57	56
20600	50	51
20602	52	18
20605	78	30
20606	26	25
20607	34	37
20608	13	78
20610	49	1
20613	62	67
20616	50	77
20619	77	75
20626	1	46
20635	75	90
20636	10	6
20638	51	45
20641	50	55
20642	40	36
20645	38	48
20648	69	20
20651	90	75
20652	49	34
20654	86	88
20657	14	27
20658	12	0
20659	20	75
20660	86	88
20661	34	58
20666	27	14
20667	46	12
20670	57	59
20671	61	31
20672	0	49
20678	50	45
20680	52	56
20681	58	59
20683	50	0
20684	4	47
20687	50	51
20689	48	40
20690	81	17
20693	0	56
20695	50	51
20696	14	87
20698	50	3
20708	59	58
20713	45	55
20714	45	47
20718	25	32
20720	43	10
20724	75	87
20725	87	21
20726	35	16
20728	77	22
20729	1	46
20730	51	55
20735	54	3
20736	46	12
20737	51	56
20739	63	23
20740	56	0
20742	50	51
20746	3	9
20747	4	41
20748	28	26
20749	13	17
20753	22	42
20754	35	36
20756	36	15
20760	87	14
20763	49	37
20764	53	9
20765	35	36
20766	14	89
20769	87	88
20772	9	22
20774	44	41
20776	28	25
20779	38	37
20782	18	25
20784	24	29
20785	43	9
20787	46	47
20789	50	18
20790	61	69
20793	5	6
20794	22	9
20795	6	12
20797	58	34
20798	54	8
20801	50	55
20804	41	42
20805	56	0
20806	1	52
20808	16	34
20812	45	1
20816	45	47
20817	75	67
20821	34	55
20822	38	0
20825	30	18
20828	88	61
20829	51	1
20830	52	50
20832	6	5
20833	14	25
20834	34	49
20835	1	3
20836	10	40
20837	1	46
20842	17	75
20843	15	28
20844	59	51
20848	3	42
20850	34	55
20851	40	1
20853	50	51
20855	0	75
20856	89	8
20858	34	58
20860	3	7
20861	45	53
20862	54	34
20863	89	8
20864	59	56
20867	54	3
20868	10	40
20871	3	1
20872	85	69
20874	25	18
20879	90	18
20880	45	47
20882	68	66
20883	89	90
20890	22	65
20891	88	68
20893	48	1
20894	73	85
20897	12	32
20908	50	37
20910	78	69
20911	3	1
20912	43	22
20914	22	71
20916	18	75
20918	43	5
20919	54	50
20920	30	68
20921	13	17
20925	50	49
20927	50	51
20930	45	1
20933	5	7
20935	63	66
20937	68	87
20939	90	89
20940	74	13
20943	45	1
20944	17	18
20948	77	89
20949	61	23
20951	68	76
20953	34	39
20954	29	30
20956	41	1
20957	61	90
20959	44	42
20960	44	46
20961	41	42
20962	53	54
20963	1	89
20966	52	47
20968	4	47
20969	18	63
20970	59	57
20971	32	8
20974	50	51
20975	55	0
20978	68	21
20980	48	12
20982	90	23
20983	53	42
20985	45	47
20987	89	75
20990	13	26
20995	54	53
20996	34	55
21000	15	16
21003	61	19
21004	53	54
21007	4	37
21010	34	58
21011	52	39
21013	59	57
21014	9	42
21016	43	42
21017	0	51
21021	60	75
21022	13	26
21026	74	79
21028	5	11
21031	26	25
21033	49	1
21036	50	55
21037	53	42
21039	3	54
21041	55	51
21049	43	1
21051	3	7
21055	36	35
21058	3	42
21059	3	1
21060	42	6
21061	46	42
21064	48	38
21066	45	56
21071	9	3
21077	62	78
21078	3	45
21081	66	69
21084	22	77
21086	63	24
21087	50	8
21095	42	8
21097	4	3
21099	50	52
21104	47	56
21105	42	3
21106	51	1
21108	54	77
21109	59	58
21114	28	27
21116	52	21
21117	9	7
21118	63	24
21119	48	34
21123	41	42
21127	12	5
21129	12	7
21130	27	25
21132	53	42
21136	50	51
21138	43	65
21142	1	52
21144	26	16
21145	54	42
21147	1	54
21148	75	19
21149	61	23
21153	19	17
21154	5	7
21155	32	87
21157	51	18
21160	75	20
21163	75	85
21165	85	23
21166	44	1
21168	84	68
21169	52	45
21170	28	16
21171	4	3
21172	14	11
21175	44	10
21176	49	34
21177	89	19
21180	31	39
21181	22	73
21182	0	78
21183	7	3
21186	84	20
21187	30	13
21188	29	32
21202	51	50
21204	2	34
21205	54	3
21207	48	10
21209	43	5
21210	1	46
21215	86	88
21216	86	65
21217	48	56
21218	78	62
21219	5	9
21220	36	40
21221	41	6
21222	17	20
21224	43	5
21226	45	0
21227	14	87
21229	18	73
21231	42	54
21232	57	56
21233	4	9
21239	50	55
21240	40	34
21242	59	56
21243	46	42
21244	56	55
21247	4	46
21248	68	63
21249	40	49
21251	86	87
21256	73	68
21258	14	18
21262	54	3
21266	62	69
21268	34	48
21269	32	89
21270	90	68
21271	89	13
21272	75	18
21273	54	77
21274	0	15
21276	56	52
21278	42	77
21279	37	2
21281	38	29
21283	88	86
21284	24	63
21287	88	86
21288	87	86
21290	53	47
21291	48	56
21295	66	85
21297	62	74
21298	1	47
21299	12	5
21301	12	44
21302	11	89
21306	32	13
21308	50	3
21310	13	26
21312	51	0
21313	52	37
21314	42	6
21315	4	0
21318	29	30
21319	5	9
21320	52	1
21322	25	51
21324	45	1
21325	52	56
21328	69	65
21329	5	9
21331	77	8
21335	40	49
21337	38	34
21340	52	34
21348	41	1
21350	43	42
21353	77	21
21355	34	37
21356	86	88
21361	43	45
21369	12	27
21373	2	37
21376	26	18
21378	49	48
21379	52	56
21381	75	67
21386	50	52
21388	3	37
21389	12	13
21392	6	7
21394	45	47
21398	56	0
21399	5	42
21401	45	46
21404	39	89
21409	14	11
21416	26	12
21417	88	86
21422	35	36
21424	87	64
21429	42	3
21430	13	31
21431	85	21
21432	22	51
21436	62	77
21439	90	68
21440	16	63
21443	5	7
21444	53	3
21446	6	42
21451	0	56
21456	59	56
21459	54	0
21460	44	46
21461	17	11
21462	59	57
21463	52	51
21466	10	8
21467	79	10
21473	45	1
21475	45	1
21479	11	5
21480	48	49
21485	49	1
21491	57	56
21494	5	7
21495	79	69
21496	51	53
21498	52	0
21499	54	3
21501	50	51
21504	68	21
21512	55	51
21515	50	54
21516	9	5
21523	7	9
21526	30	13
21528	52	42
21531	34	49
21532	3	42
21533	66	67
21536	10	26
21538	9	43
21539	68	22
21541	40	49
21542	75	24
21548	86	88
21558	52	51
21559	5	43
21561	50	55
21567	16	78
21568	74	21
21569	59	51
21570	5	89
21571	69	85
21572	88	86
21573	87	68
21575	14	18
21576	43	42
21577	48	1
21578	51	55
21579	26	11
21582	40	37
21585	48	55
21587	85	61
21590	39	50
21592	48	56
21593	42	12
21594	77	4
21595	27	25
21597	4	43
21598	28	43
21599	87	14
21601	28	26
21609	1	0
21613	0	34
21614	17	66
21616	39	31
21619	12	46
21620	68	34
21622	43	89
21623	38	39
21624	52	56
21625	89	87
21627	3	54
21629	15	28
21630	45	37
21632	23	65
indextrue	predict
indextrue	predict
